1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Modern_Eletric,Bsmt_BR,Total_BR,Total_BA,Non_BA_BR,BsmtFinSF_Ratio,TotFinSF,LvgSpaceAbvGr_Ratio,All_SF,PorchSF_Ratio,HasShed
864,0,0,None,3,1Fam,3,1,646.0,0.0,5,1,1.0,0.0,3,218.0,Y,Norm,Norm,SBrkr,0,4,4,VinylSd,VinylSd,2,0,0,CBlock,1,Typ,336.0,1.0,3,1,3,Attchd,1978.0,864,0,GasA,5,1Story,880,1,3,Lvl,Gtl,7000,CulDSac,0.0,IR1,0,20,RL,90.0,BrkFace,0,7,CollgCr,0,8,5,Y,0,0,CompShg,Gable,Normal,136500.0,WD,0,Pave,6,864.0,AllPub,0,1978,2005,2009,Modern,1,4,2.0,0.8333333333333334,0.7476851851851851,1510.0,0.5721854304635762,1510.0,0.0,0
1090,0,0,None,2,1Fam,4,1,980.0,0.0,5,1,1.0,0.0,5,110.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,Typ,450.0,2.0,3,3,3,Attchd,2005.0,1090,1,GasA,4,1Story,881,1,3,Lvl,Gtl,7024,Inside,60.0,Reg,0,20,RL,0.0,None,0,6,Edwards,49,5,5,Y,0,0,CompShg,Gable,Normal,157000.0,WD,0,Pave,5,1090.0,AllPub,0,2005,2006,2007,Modern,1,3,2.5,1.0,0.8990825688073394,2070.0,0.5265700483091788,2119.0,0.023671497584541065,0
1187,530,0,None,3,1Fam,3,2,902.0,0.0,2,1,0.0,0.0,4,254.0,Y,Norm,Norm,SBrkr,0,4,4,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,400.0,2.0,3,2,3,Attchd,1990.0,1717,1,GasA,5,1.5Fin,882,1,4,Lvl,Gtl,13758,CulDSac,44.0,IR1,0,50,RL,117.0,BrkFace,0,4,Timber,36,5,7,Y,0,0,CompShg,Gable,Normal,187500.0,WD,0,Pave,7,1156.0,AllPub,168,1990,1991,2007,Modern,0,3,2.5,1.0,0.7802768166089965,2619.0,0.6555937380679648,2823.0,0.07789232531500573,0
808,785,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,808.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,1,3,1,PConc,2,Typ,389.0,2.0,3,2,3,BuiltIn,1993.0,1593,1,GasA,4,2Story,883,1,3,Lvl,Gtl,9636,Corner,0.0,IR1,0,60,RL,0.0,None,0,12,Gilbert,40,5,6,Y,0,0,CompShg,Gable,Normal,178000.0,WD,0,Pave,7,808.0,AllPub,342,1992,1993,2009,Modern,0,3,2.5,1.0,0.0,1593.0,1.0,1975.0,0.23979912115505336,0
954,795,0,None,5,1Fam,2,1,0.0,0.0,1,1,1.0,0.0,3,795.0,N,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,0,0,0,PConc,1,Typ,440.0,1.0,4,1,3,Detchd,1997.0,2230,0,GasA,3,2.5Fin,884,1,3,Bnk,Gtl,6204,Inside,60.0,Reg,481,75,RL,0.0,None,0,3,SWISU,188,5,4,Y,0,0,CompShg,Gable,Normal,118500.0,WD,0,Pave,10,795.0,AllPub,0,1912,1950,2006,Modern,1,6,2.0,0.7,0.0,2230.0,1.0,2418.0,0.08430493273542601,0
892,0,0,None,3,1Fam,3,1,432.0,0.0,4,1,0.0,0.0,3,460.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,2,0,0,CBlock,1,Typ,288.0,1.0,3,2,3,Attchd,1967.0,892,0,GasA,3,1Story,885,1,3,Lvl,Gtl,7150,Inside,65.0,Reg,0,20,RL,60.0,BrkFace,0,7,NAmes,0,5,5,Y,0,0,CompShg,Gable,Normal,100000.0,WD,0,Pave,5,892.0,AllPub,0,1967,1967,2009,Modern,0,3,1.0,1.0,0.48430493273542596,1324.0,0.6737160120845922,1324.0,0.0,0
1709,0,0,None,2,TwnhsE,3,3,1238.0,0.0,6,1,1.0,0.0,5,460.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,0,3,1,PConc,2,Typ,506.0,2.0,3,3,3,Attchd,1999.0,1709,0,GasA,5,1Story,886,1,4,Lvl,Gtl,5119,CulDSac,50.0,IR1,0,120,FV,60.0,BrkFace,0,1,Somerst,65,5,9,Y,0,0,CompShg,Gable,Abnorml,328900.0,CWD,0,Pave,5,1698.0,AllPub,97,1999,2000,2008,Modern,1,3,3.0,1.0,0.729093050647821,2947.0,0.5799117746861215,3109.0,0.05497115710892433,0
1712,0,0,None,4,Duplex,3,1,528.0,0.0,2,1,0.0,0.0,3,1098.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,2,Typ,588.0,2.0,3,3,3,Attchd,2005.0,1712,0,GasA,5,1Story,887,2,3,Lvl,Gtl,8393,Corner,70.0,Reg,0,90,RL,122.0,BrkFace,0,6,NAmes,54,5,5,Y,0,0,CompShg,Gable,Family,145000.0,WD,0,Pave,8,1626.0,AllPub,272,1959,2005,2006,Modern,0,4,2.0,0.875,0.32472324723247237,2240.0,0.7642857142857142,2566.0,0.1455357142857143,0
872,521,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,816.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,0,0,0,PConc,1,Typ,300.0,1.0,3,1,3,Attchd,1955.0,1393,1,GasA,3,1.5Fin,888,1,3,Lvl,Gtl,16466,Inside,59.0,IR1,0,50,RL,0.0,None,0,4,Edwards,0,7,5,Y,0,0,CompShg,Gable,Normal,135500.0,WD,265,Pave,8,816.0,AllPub,121,1955,1955,2008,Modern,0,3,1.5,0.75,0.0,1393.0,1.0,1779.0,0.2770997846374731,0
2217,0,0,None,4,1Fam,4,4,351.0,823.0,5,3,1.0,0.0,3,1043.0,Y,Norm,Norm,SBrkr,0,4,4,Wd Sdng,Wd Sdng,0,3,1,PConc,2,Typ,621.0,2.0,3,1,3,Attchd,1970.0,2217,0,GasA,5,1Story,889,1,4,Lvl,Mod,15865,Inside,95.0,IR1,0,20,RL,0.0,None,0,10,NAmes,207,6,8,Y,0,0,Tar&Grv,Flat,Normal,268000.0,WD,224,Pave,8,2217.0,AllPub,81,1970,1970,2007,Modern,1,5,3.0,0.875,0.5295444294091114,3391.0,0.6537894426422883,3903.0,0.1509879091713359,0
1505,0,162,None,2,1Fam,3,1,1024.0,0.0,4,1,1.0,0.0,3,481.0,Y,Feedr,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,1,Typ,505.0,2.0,3,2,3,Attchd,1953.0,1505,0,GasA,5,1Story,890,1,3,Lvl,Gtl,12160,Inside,128.0,Reg,0,20,RL,90.0,BrkFace,0,2,NAmes,0,4,6,Y,0,0,CompShg,Hip,Normal,149500.0,WD,0,Pave,6,1505.0,AllPub,0,1953,1953,2009,Modern,1,3,2.0,0.6666666666666666,0.6803986710963454,2529.0,0.5950968762356663,2691.0,0.06405693950177936,0
672,252,0,None,3,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,3,672.0,Y,Artery,Norm,SBrkr,0,4,3,MetalSd,MetalSd,1,1,1,CBlock,1,Typ,576.0,2.0,3,1,3,Detchd,2003.0,924,0,GasA,5,1.5Fin,891,1,3,Lvl,Gtl,8064,Corner,60.0,Reg,0,50,RL,0.0,None,2000,7,NAmes,0,7,5,Y,0,0,CompShg,Gable,Normal,122900.0,WD,0,Pave,6,672.0,AllPub,0,1949,2006,2007,Modern,0,3,1.0,0.8333333333333334,0.0,924.0,1.0,924.0,0.0,1
918,765,0,None,3,1Fam,3,1,226.0,500.0,2,3,0.0,0.0,3,192.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,3,1,CBlock,2,Typ,440.0,2.0,3,2,3,Attchd,1978.0,1683,1,GasA,4,2Story,892,1,3,Lvl,Gtl,11184,Inside,70.0,Reg,0,60,RL,92.0,BrkFace,0,7,Sawyer,0,5,6,Y,0,0,CompShg,Hip,Normal,172500.0,WD,0,Pave,7,918.0,AllPub,243,1978,1978,2009,Modern,0,3,2.5,1.0,0.7908496732026143,2409.0,0.6986301369863014,2652.0,0.10087173100871731,0
1068,0,0,None,3,1Fam,3,1,663.0,0.0,6,1,0.0,1.0,3,396.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,264.0,1.0,3,2,3,Attchd,1963.0,1068,0,GasA,3,1Story,893,1,3,Lvl,Gtl,8414,Inside,70.0,Reg,0,20,RL,0.0,None,0,2,Sawyer,0,8,6,Y,0,0,CompShg,Hip,Normal,154500.0,WD,0,Pave,6,1059.0,AllPub,192,1963,2003,2006,Modern,0,3,1.5,0.8333333333333334,0.6260623229461757,1731.0,0.6169844020797227,1923.0,0.11091854419410745,0
1383,0,0,None,3,1Fam,3,2,1064.0,0.0,4,1,1.0,0.0,4,319.0,Y,PosN,Norm,SBrkr,0,3,3,Wd Sdng,Plywood,2,4,1,PConc,1,Typ,354.0,1.0,3,1,3,Attchd,1954.0,1383,0,GasA,3,1Story,894,1,3,Lvl,Gtl,13284,Inside,0.0,Reg,0,20,RL,0.0,None,0,6,Sawyer,116,5,5,Y,0,0,CompShg,Gable,Normal,165000.0,WD,0,Pave,6,1383.0,AllPub,511,1954,1954,2008,Modern,1,4,2.0,0.8333333333333334,0.7693420101229211,2447.0,0.5651818553330609,3074.0,0.25623212096444625,0
1535,0,0,None,4,Duplex,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,0,0,0,Slab,2,Typ,400.0,2.0,3,1,3,Attchd,1979.0,1535,0,GasA,3,1Story,895,2,3,Bnk,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,0,6,SawyerW,0,5,5,Y,0,0,CompShg,Gable,Alloca,118858.0,WD,0,Pave,8,0.0,AllPub,0,1979,1979,2009,Modern,0,4,2.0,0.875,0.0,1535.0,1.0,1535.0,0.0,0
983,813,0,None,4,1Fam,3,1,400.0,0.0,4,1,1.0,0.0,3,380.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,3,1,CBlock,1,Typ,483.0,2.0,3,2,3,Attchd,1963.0,1796,1,GasA,3,2Story,896,1,3,Lvl,Gtl,7056,Inside,71.0,Reg,0,60,RL,415.0,BrkFace,0,10,NAmes,50,5,6,Y,0,0,CompShg,Hip,Normal,140000.0,WD,0,Pave,8,780.0,AllPub,0,1963,1963,2008,Modern,1,5,2.5,0.875,0.5128205128205128,2196.0,0.8178506375227687,2246.0,0.022768670309653915,0
951,0,0,Grvl,2,1Fam,3,1,285.0,0.0,5,1,0.0,0.0,3,666.0,N,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,327.0,1.0,3,1,3,Detchd,1936.0,951,0,GasA,5,1Story,897,1,3,Lvl,Gtl,8765,Inside,50.0,Reg,0,30,RM,0.0,None,0,4,IDOTRR,28,6,4,Y,0,0,CompShg,Gable,Abnorml,106500.0,WD,0,Pave,6,951.0,AllPub,0,1936,1950,2006,Modern,0,2,1.0,0.6666666666666666,0.2996845425867508,1236.0,0.7694174757281553,1264.0,0.022653721682847898,0
1120,1120,0,None,6,Duplex,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,Y,Feedr,Norm,SBrkr,0,3,3,Plywood,Plywood,0,0,0,Slab,2,Typ,528.0,2.0,3,1,3,Detchd,1979.0,2240,0,GasA,3,2Story,898,2,3,Lvl,Gtl,7018,Inside,64.0,Reg,0,90,RL,0.0,None,0,6,SawyerW,0,5,5,Y,0,0,CompShg,Gable,Alloca,142953.0,WD,0,Pave,12,0.0,AllPub,154,1979,1979,2009,Modern,0,6,2.0,0.75,0.0,2240.0,1.0,2394.0,0.06875,0
2364,0,0,None,2,1Fam,3,4,2188.0,0.0,6,1,1.0,0.0,5,142.0,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,0,4,2,PConc,2,Typ,820.0,3.0,3,3,3,Attchd,2009.0,2364,1,GasA,5,1Story,899,1,5,Lvl,Gtl,12919,Inside,100.0,IR1,0,20,RL,760.0,Stone,0,3,NridgHt,67,5,9,Y,0,0,CompShg,Hip,Partial,611657.0,New,0,Pave,11,2330.0,AllPub,0,2009,2010,2010,Modern,1,3,3.5,0.5454545454545454,0.9390557939914164,4552.0,0.5193321616871704,4619.0,0.014718804920913884,0
1236,0,0,None,3,1Fam,3,1,465.0,0.0,4,1,0.0,0.0,3,447.0,Y,Feedr,Norm,SBrkr,0,3,3,HdBoard,Plywood,0,3,1,CBlock,1,Typ,288.0,1.0,3,1,3,Attchd,1961.0,1236,0,GasA,3,1Story,900,1,3,Lvl,Gtl,6993,Inside,65.0,Reg,0,20,RL,0.0,None,0,6,Sawyer,0,7,5,Y,0,0,CompShg,Gable,Normal,135000.0,WD,0,Pave,6,912.0,AllPub,0,1961,1994,2006,Modern,0,3,1.0,0.8333333333333334,0.5098684210526316,1701.0,0.7266313932980599,1701.0,0.0,0
858,0,0,None,2,1Fam,3,1,322.0,0.0,5,1,0.0,0.0,3,536.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,684.0,1.0,3,1,3,Detchd,1979.0,858,0,GasA,3,1Story,901,1,3,Lvl,Gtl,7340,Inside,0.0,IR1,0,20,RL,0.0,None,0,6,NAmes,0,6,4,Y,0,0,CompShg,Gable,Normal,110000.0,WD,0,Pave,4,858.0,AllPub,0,1971,1971,2007,Modern,0,2,1.0,1.0,0.37529137529137524,1180.0,0.7271186440677966,1180.0,0.0,0
1306,0,0,None,2,1Fam,3,2,860.0,0.0,4,1,1.0,0.0,3,132.0,Y,Norm,Norm,SBrkr,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,756.0,1.0,3,1,3,Detchd,1968.0,1306,0,GasA,3,1Story,902,1,3,Lvl,Gtl,8712,Inside,64.0,IR1,0,20,RL,0.0,None,0,5,NAmes,0,7,5,Y,0,0,CompShg,Hip,Normal,153000.0,WD,0,Pave,5,992.0,AllPub,0,1957,2000,2009,Modern,1,3,2.0,0.8,0.8669354838709677,2166.0,0.602954755309326,2166.0,0.0,0
807,702,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,783.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,393.0,2.0,3,3,3,Attchd,2003.0,1509,1,GasA,5,2Story,903,1,4,Lvl,Gtl,7875,Inside,63.0,Reg,0,60,RL,0.0,None,0,7,Gilbert,75,5,7,Y,0,0,CompShg,Gable,Normal,180000.0,WD,0,Pave,8,783.0,AllPub,0,2003,2003,2006,Modern,0,3,2.5,0.875,0.0,1509.0,1.0,1584.0,0.04970178926441352,0
1670,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,1670.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,690.0,3.0,3,2,3,Attchd,2006.0,1670,0,GasA,5,1Story,904,1,4,HLS,Gtl,14859,CulDSac,50.0,IR1,0,20,RL,27.0,BrkFace,0,8,Gilbert,60,5,7,Y,0,0,CompShg,Hip,Partial,240000.0,New,0,Pave,7,1670.0,AllPub,144,2006,2006,2006,Modern,0,3,2.0,0.8571428571428571,0.0,1670.0,1.0,1874.0,0.12215568862275449,0
902,0,0,None,3,1Fam,3,1,599.0,0.0,6,1,0.0,0.0,3,277.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Wd Sdng,1,0,0,CBlock,1,Typ,288.0,1.0,3,1,3,Attchd,1967.0,902,0,GasA,3,1Story,905,1,3,Lvl,Gtl,6173,Inside,0.0,IR1,0,20,RL,75.0,BrkFace,0,8,Sawyer,0,6,5,Y,0,0,CompShg,Gable,Normal,125500.0,WD,0,Pave,6,876.0,AllPub,0,1967,1967,2007,Modern,0,3,1.0,0.8333333333333334,0.6837899543378996,1501.0,0.6009327115256495,1501.0,0.0,0
1063,0,0,None,3,1Fam,3,1,354.0,290.0,3,2,1.0,0.0,3,412.0,Y,Norm,Norm,SBrkr,164,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,280.0,1.0,3,2,3,Attchd,1954.0,1063,0,GasA,3,1Story,906,1,3,Lvl,Gtl,9920,Inside,80.0,Reg,0,20,RL,110.0,Stone,0,2,NAmes,0,5,5,Y,0,0,CompShg,Gable,Normal,128000.0,WD,0,Pave,6,1056.0,AllPub,0,1954,1954,2010,Modern,1,4,2.0,0.8333333333333334,0.6098484848484849,1707.0,0.6227299355594611,1871.0,0.09607498535442296,0
1636,0,0,None,3,1Fam,3,1,63.0,0.0,6,1,1.0,0.0,4,1560.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,865.0,3.0,3,2,3,Attchd,2006.0,1636,0,GasA,5,1Story,907,1,4,Lvl,Gtl,13501,Corner,116.0,IR1,0,20,RL,208.0,Stone,0,6,Somerst,60,5,8,Y,0,0,CompShg,Gable,Normal,255000.0,WD,0,Pave,8,1623.0,AllPub,0,2006,2006,2007,Modern,1,4,3.0,0.75,0.038817005545286554,1699.0,0.96291936433196,1759.0,0.03531489111241907,0
1020,1037,0,None,3,1Fam,3,1,223.0,0.0,3,1,0.0,0.0,4,794.0,Y,Norm,Norm,SBrkr,0,3,4,BrkFace,BrkFace,0,4,1,CBlock,1,Typ,180.0,1.0,3,3,2,Attchd,1936.0,2057,1,GasA,4,1.5Fin,908,1,4,Lvl,Gtl,11500,Inside,86.0,IR1,0,50,RL,0.0,None,0,6,Crawfor,0,7,7,Y,0,0,CompShg,Gable,Normal,250000.0,WD,322,Pave,6,1017.0,AllPub,0,1936,1987,2006,Modern,0,3,1.5,1.0,0.21927236971484754,2280.0,0.9021929824561403,2602.0,0.1412280701754386,0
902,0,0,None,2,1Fam,3,3,301.0,324.0,4,5,1.0,0.0,4,239.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,484.0,2.0,3,1,3,Attchd,1983.0,902,0,GasA,3,1Story,909,1,3,Low,Mod,8885,Inside,0.0,IR1,0,20,RL,0.0,None,0,6,Mitchel,0,5,5,Y,0,0,CompShg,Gable,Normal,131000.0,WD,0,Pave,5,864.0,AllPub,164,1983,1983,2006,Modern,1,3,2.0,0.8,0.7233796296296297,1527.0,0.5907007203667322,1691.0,0.10740013097576949,0
742,742,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,742.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,390.0,2.0,3,3,3,Attchd,2005.0,1484,1,GasA,5,2Story,910,1,4,Lvl,Gtl,12589,Inside,149.0,IR2,0,60,RL,0.0,None,0,6,Gilbert,24,5,6,Y,0,0,CompShg,Gable,Normal,174000.0,WD,0,Pave,8,742.0,AllPub,36,2005,2005,2009,Modern,0,3,2.5,0.875,0.0,1484.0,1.0,1544.0,0.04043126684636118,0
1105,1169,0,None,5,Duplex,3,1,443.0,0.0,3,1,0.0,0.0,3,662.0,Y,Feedr,Norm,FuseA,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,2,Typ,480.0,2.0,3,1,3,Detchd,1960.0,2274,0,GasA,3,2Story,911,2,3,Lvl,Gtl,11600,Corner,80.0,Reg,0,90,RL,361.0,BrkFace,0,1,NAmes,0,5,5,Y,0,0,CompShg,Gable,Normal,154300.0,WD,0,Pave,12,1105.0,AllPub,0,1960,1960,2010,Hist,0,5,2.0,0.6666666666666666,0.40090497737556563,2717.0,0.8369525211630475,2717.0,0.0,0
1268,0,0,None,3,1Fam,4,3,196.0,0.0,5,1,0.0,0.0,4,1072.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,0,0,0,CBlock,1,Typ,252.0,1.0,3,1,3,Detchd,1978.0,1268,1,GasA,3,1Story,912,1,4,Lvl,Mod,9286,CulDSac,0.0,IR1,0,20,RL,0.0,None,0,10,CollgCr,0,7,5,Y,0,0,CompShg,Gable,Normal,143500.0,WD,0,Pave,5,1268.0,AllPub,173,1977,1989,2009,Modern,0,3,1.5,1.2,0.1545741324921136,1464.0,0.8661202185792349,1637.0,0.11816939890710383,0
1015,0,0,None,3,1Fam,3,1,489.0,0.0,3,1,0.0,0.0,3,279.0,N,Norm,Norm,SBrkr,112,3,3,MetalSd,MetalSd,1,0,0,BrkTil,1,Min1,450.0,1.0,3,1,3,Detchd,1925.0,1015,0,GasA,3,1Story,913,1,3,Lvl,Gtl,6120,Inside,51.0,Reg,0,30,RM,0.0,None,620,7,BrkSide,0,7,5,Y,0,0,CompShg,Gable,Abnorml,88000.0,WD,120,Pave,6,768.0,AllPub,0,1925,1950,2006,Modern,0,3,1.0,0.8333333333333334,0.63671875,1504.0,0.6748670212765957,1736.0,0.15425531914893617,1
1001,1001,0,None,4,Duplex,3,1,284.0,0.0,4,1,0.0,0.0,3,717.0,N,Norm,Norm,FuseA,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,2,Typ,871.0,3.0,3,1,3,2Types,1949.0,2002,0,GasA,3,2Story,914,2,3,HLS,Gtl,6270,Inside,82.0,Reg,0,90,RH,0.0,None,0,8,Crawfor,0,6,5,Y,0,0,CompShg,Gable,Normal,145000.0,WD,0,Pave,8,1001.0,AllPub,0,1949,1950,2007,Hist,0,4,2.0,0.875,0.28371628371628377,2286.0,0.8757655293088364,2286.0,0.0,0
612,612,0,Pave,2,TwnhsE,3,3,294.0,0.0,6,1,0.0,0.0,4,318.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,528.0,2.0,3,2,3,Detchd,2009.0,1224,1,GasA,5,2Story,915,1,4,Lvl,Gtl,3000,Inside,30.0,Reg,0,160,FV,76.0,Stone,0,6,Somerst,234,5,6,Y,0,0,CompShg,Gable,Partial,173733.0,New,0,Pave,4,612.0,AllPub,0,2009,2009,2009,Modern,0,2,2.5,1.5,0.48039215686274506,1518.0,0.8063241106719368,1752.0,0.1541501976284585,0
546,546,0,None,3,Twnhs,3,1,0.0,0.0,1,1,0.0,0.0,3,546.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,0,0,0,CBlock,1,Typ,286.0,1.0,3,1,3,Attchd,1970.0,1092,1,GasA,2,2Story,916,1,3,Lvl,Gtl,2001,Inside,21.0,Reg,0,160,RM,80.0,BrkFace,0,1,MeadowV,0,5,4,Y,0,0,CompShg,Gable,Normal,75000.0,WD,0,Pave,6,546.0,AllPub,0,1970,1970,2007,Modern,0,3,1.5,1.0,0.0,1092.0,1.0,1092.0,0.0,0
480,0,0,None,1,1Fam,3,3,50.0,0.0,4,1,1.0,0.0,3,430.0,N,Norm,Norm,FuseA,0,3,3,AsbShng,AsbShng,0,0,0,CBlock,0,Typ,308.0,1.0,3,1,3,Detchd,1958.0,480,0,GasA,3,1Story,917,1,3,Lvl,Gtl,9000,Inside,50.0,Reg,0,20,C (all),0.0,None,0,10,IDOTRR,0,3,2,Y,0,0,CompShg,Gable,Abnorml,35311.0,WD,0,Pave,4,480.0,AllPub,0,1949,1950,2006,Hist,1,2,1.0,0.5,0.10416666666666663,530.0,0.9056603773584906,530.0,0.0,0
1229,0,0,None,3,1Fam,3,1,1059.0,0.0,5,1,0.0,0.0,3,75.0,Y,Norm,Norm,FuseA,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,284.0,1.0,3,2,3,Attchd,1956.0,1229,0,GasA,5,1Story,918,1,3,Lvl,Gtl,17140,Inside,0.0,Reg,0,20,RL,0.0,None,0,4,Edwards,0,6,4,Y,0,0,CompShg,Gable,Normal,135000.0,WD,0,Pave,6,1134.0,AllPub,0,1956,1956,2009,Hist,0,3,1.0,0.8333333333333334,0.9338624338624338,2288.0,0.5371503496503496,2288.0,0.0,0
912,1215,0,None,4,1Fam,3,2,48.0,634.0,4,6,1.0,0.0,5,422.0,Y,Norm,Norm,SBrkr,224,3,4,HdBoard,HdBoard,2,3,1,PConc,2,Typ,833.0,3.0,3,2,3,Attchd,1991.0,2127,1,GasA,5,2Story,919,1,4,Lvl,Gtl,13125,Corner,103.0,IR1,0,60,RL,0.0,None,0,11,SawyerW,192,5,7,Y,0,0,CompShg,Gable,Normal,238000.0,WD,0,Pave,8,1104.0,AllPub,72,1991,1991,2007,Modern,1,5,3.5,1.0,0.6177536231884058,2809.0,0.7572089711641153,3297.0,0.17372730509077963,0
1414,0,0,None,3,1Fam,3,1,528.0,411.0,5,4,1.0,0.0,4,245.0,Y,Norm,Norm,SBrkr,0,3,5,MetalSd,MetalSd,0,3,1,CBlock,1,Min1,601.0,2.0,3,1,3,Attchd,1990.0,1414,0,GasA,5,1Story,920,1,3,Lvl,Gtl,11029,Corner,87.0,IR1,0,20,RL,0.0,None,0,5,NAmes,51,8,6,Y,0,0,CompShg,Hip,Normal,176500.0,WD,190,Pave,6,1184.0,AllPub,0,1958,2002,2008,Modern,1,4,2.0,0.8333333333333334,0.7930743243243243,2353.0,0.6009349766255844,2594.0,0.10242243943901402,0
936,785,0,None,3,1Fam,4,1,814.0,0.0,6,1,0.0,1.0,4,114.0,Y,Norm,Norm,SBrkr,0,4,4,HdBoard,HdBoard,0,0,0,PConc,2,Typ,471.0,2.0,3,2,3,Attchd,1994.0,1721,1,GasA,5,2Story,921,1,4,Lvl,Gtl,8462,Inside,70.0,IR1,0,60,RL,105.0,BrkFace,0,7,SawyerW,87,5,6,Y,0,0,CompShg,Gable,Normal,201000.0,WD,0,Pave,7,928.0,AllPub,300,1994,1994,2007,Modern,0,3,3.0,1.0,0.8771551724137931,2535.0,0.6788954635108482,2922.0,0.15266272189349112,0
1272,928,0,None,4,Duplex,3,1,1084.0,0.0,5,1,2.0,0.0,3,188.0,Y,Feedr,Norm,SBrkr,0,3,3,MetalSd,MetalSd,2,0,0,CBlock,2,Typ,0.0,0.0,0,0,0,None,1900.0,2200,2,GasA,4,1.5Fin,922,2,3,Lvl,Gtl,8777,Inside,67.0,Reg,0,90,RL,0.0,None,0,9,Edwards,70,7,5,N,0,0,CompShg,Gable,Normal,145900.0,WD,0,Pave,9,1272.0,AllPub,0,1900,2003,2008,Modern,2,6,5.0,1.0,0.8522012578616353,3284.0,0.6699147381242387,3354.0,0.021315468940316686,0
